id,RANK,MRR,nDCG,P@1,P@5
1170,askerFeedback_cos,0.333333333333,0.563768967978,0.0,0.4
1170,favorite_url,1.0,0.752867146422,1.0,0.6
1170,sentimentAsker,1.0,0.752486345315,1.0,0.4
1007,askerFeedback,0.0526315789474,0.323525787698,0.0,0.0
1007,sentiment,0.05,0.322078272346,0.0,0.0
1007,cos,0.0625,0.33474525009,0.0,0.0
1007,url,0.0769230769231,0.372569379682,0.0,0.0
1007,replies,0.05,0.322078272346,0.0,0.0
1007,sentiment_url,0.0625,0.353591946475,0.0,0.0
1007,favoriteAsker,0.0555555555556,0.327226319921,0.0,0.0
1007,askerFeedback_url,0.0625,0.353591946475,0.0,0.0
1007,singleTweet,0.047619047619,0.321884660487,0.0,0.0
1007,favorite,0.0555555555556,0.327226319921,0.0,0.0
1007,askerFeedback_cos,0.05,0.322078272346,0.0,0.0
1007,favorite_url,0.0625,0.353591946475,0.0,0.0
1007,sentimentAsker,0.0555555555556,0.326600692817,0.0,0.0
1005,askerFeedback,1.0,0.885643125808,1.0,0.8
1005,sentiment,0.333333333333,0.769319313791,0.0,0.4
1005,cos,1.0,0.885643125808,1.0,0.8
1005,url,0.25,0.709163047114,0.0,0.2
1005,replies,0.333333333333,0.769319313791,0.0,0.4
1005,sentiment_url,0.25,0.709163047114,0.0,0.2
1005,favoriteAsker,1.0,0.885643125808,1.0,0.8
1005,askerFeedback_url,0.25,0.709163047114,0.0,0.2
1005,singleTweet,1.0,0.878442217388,1.0,0.8
1005,favorite,0.5,0.80787530649,0.0,0.6
1005,askerFeedback_cos,0.333333333333,0.769319313791,0.0,0.4
1005,favorite_url,0.25,0.709163047114,0.0,0.2
1005,sentimentAsker,0.5,0.808365511584,0.0,0.6
1284,askerFeedback,0.5,0.540139605426,0.0,0.2
1284,sentiment,0.5,0.540139605426,0.0,0.2
1284,cos,0.5,0.540139605426,0.0,0.2
1284,url,1.0,0.806573596383,1.0,0.2
1284,replies,0.5,0.540139605426,0.0,0.2
1284,sentiment_url,1.0,0.806573596383,1.0,0.2
1284,favoriteAsker,0.5,0.540139605426,0.0,0.2
1284,askerFeedback_url,1.0,0.806573596383,1.0,0.2
1284,singleTweet,0.5,0.540139605426,0.0,0.2
1284,favorite,0.5,0.540139605426,0.0,0.2
1284,askerFeedback_cos,0.5,0.540139605426,0.0,0.2
1284,favorite_url,1.0,0.806573596383,1.0,0.2
1284,sentimentAsker,0.5,0.540139605426,0.0,0.2
879,askerFeedback,0.5,0.630929753571,0.0,0.2
879,sentiment,0.333333333333,0.5,0.0,0.2
879,cos,0.5,0.630929753571,0.0,0.2
879,url,1.0,1.0,1.0,0.2
879,replies,0.333333333333,0.5,0.0,0.2
879,sentiment_url,0.5,0.630929753571,0.0,0.2
879,favoriteAsker,0.5,0.630929753571,0.0,0.2
879,askerFeedback_url,0.5,0.630929753571,0.0,0.2
879,singleTweet,1.0,1.0,1.0,0.2
879,favorite,0.5,0.630929753571,0.0,0.2
879,askerFeedback_cos,0.333333333333,0.5,0.0,0.2
879,favorite_url,0.5,0.630929753571,0.0,0.2
879,sentimentAsker,0.333333333333,0.5,0.0,0.2
1002,askerFeedback,1.0,0.934936658335,1.0,0.6
1002,sentiment,0.5,0.715663226335,0.0,0.6
1002,cos,1.0,0.934936658335,1.0,0.6
1002,url,1.0,0.934936658335,1.0,0.6
1002,replies,0.5,0.715663226335,0.0,0.6
1002,sentiment_url,0.5,0.715663226335,0.0,0.6
1002,favoriteAsker,1.0,0.934936658335,1.0,0.6
1002,askerFeedback_url,0.5,0.715663226335,0.0,0.6
1002,singleTweet,1.0,0.910853251331,1.0,0.6
1002,favorite,1.0,0.934936658335,1.0,0.6
1002,askerFeedback_cos,0.5,0.715663226335,0.0,0.6
1002,favorite_url,0.5,0.715663226335,0.0,0.6
1002,sentimentAsker,0.5,0.715663226335,0.0,0.6
689,askerFeedback,0.0322580645161,0.238637107861,0.0,0.0
689,sentiment,0.030303030303,0.234966614983,0.0,0.0
689,cos,0.0333333333333,0.240599264407,0.0,0.0
689,url,0.2,0.364741279389,0.0,0.2
689,replies,0.030303030303,0.234966614983,0.0,0.0
689,sentiment_url,0.125,0.317189604417,0.0,0.0
689,favoriteAsker,0.0333333333333,0.240599264407,0.0,0.0
689,askerFeedback_url,0.125,0.317189604417,0.0,0.0
689,singleTweet,0.04,0.249983222487,0.0,0.0
689,favorite,0.0322580645161,0.238637107861,0.0,0.0
689,askerFeedback_cos,0.030303030303,0.234966614983,0.0,0.0
689,favorite_url,0.125,0.317189604417,0.0,0.0
689,sentimentAsker,0.0322580645161,0.238637107861,0.0,0.0
688,askerFeedback,0.5,0.624050520004,0.0,0.4
688,sentiment,0.5,0.624050520004,0.0,0.4
688,cos,0.5,0.624050520004,0.0,0.4
688,url,0.5,0.605260244053,0.0,0.2
688,replies,0.5,0.624050520004,0.0,0.4
688,sentiment_url,0.5,0.605260244053,0.0,0.2
688,favoriteAsker,0.5,0.624050520004,0.0,0.4
688,askerFeedback_url,0.5,0.605260244053,0.0,0.2
688,singleTweet,0.5,0.605260244053,0.0,0.2
688,favorite,0.5,0.624050520004,0.0,0.4
688,askerFeedback_cos,0.5,0.624050520004,0.0,0.4
688,favorite_url,0.5,0.605260244053,0.0,0.2
688,sentimentAsker,0.5,0.624050520004,0.0,0.4
685,askerFeedback,0.5,0.732828620478,0.0,0.6
685,sentiment,0.5,0.732828620478,0.0,0.6
685,cos,0.5,0.732828620478,0.0,0.6
685,url,0.5,0.732828620478,0.0,0.6
685,replies,0.5,0.732828620478,0.0,0.6
685,sentiment_url,0.5,0.732828620478,0.0,0.6
685,favoriteAsker,0.5,0.732828620478,0.0,0.6
685,askerFeedback_url,0.5,0.732828620478,0.0,0.6
685,singleTweet,0.5,0.732828620478,0.0,0.6
685,favorite,0.5,0.732828620478,0.0,0.6
685,askerFeedback_cos,0.5,0.732828620478,0.0,0.6
685,favorite_url,0.5,0.732828620478,0.0,0.6
685,sentimentAsker,0.5,0.732828620478,0.0,0.6
687,askerFeedback,0.0454545454545,0.221064729458,0.0,0.0
687,sentiment,0.0434782608696,0.218104291986,0.0,0.0
687,cos,0.05,0.227670248697,0.0,0.0
687,url,0.0188679245283,0.173765342871,0.0,0.0
687,replies,0.0434782608696,0.218104291986,0.0,0.0
687,sentiment_url,0.0181818181818,0.172195433794,0.0,0.0
687,favoriteAsker,0.0454545454545,0.221064729458,0.0,0.0
687,askerFeedback_url,0.0181818181818,0.172195433794,0.0,0.0
687,singleTweet,0.05,0.227670248697,0.0,0.0
687,favorite,0.0454545454545,0.221064729458,0.0,0.0
687,askerFeedback_cos,0.0434782608696,0.218104291986,0.0,0.0
687,favorite_url,0.0181818181818,0.172195433794,0.0,0.0
687,sentimentAsker,0.05,0.227670248697,0.0,0.0
686,askerFeedback,1.0,0.831554629584,1.0,0.2
686,sentiment,1.0,0.831554629584,1.0,0.2
686,cos,1.0,0.831554629584,1.0,0.2
686,url,1.0,0.831554629584,1.0,0.2
686,replies,1.0,0.831554629584,1.0,0.2
686,sentiment_url,1.0,0.831554629584,1.0,0.2
686,favoriteAsker,1.0,0.831554629584,1.0,0.2
686,askerFeedback_url,1.0,0.831554629584,1.0,0.2
686,singleTweet,1.0,0.831554629584,1.0,0.2
686,favorite,1.0,0.831554629584,1.0,0.2
